epsilon, alpha, pop, dif1, dif2, difratio, winner, time
.01, 0.35600585937499996, 50, 2.0, 19.0, 0.10526315789473684, 1, 141
.01, 0.3551025390625, 50, 2.0, 19.0, 0.10526315789473684, 2, 13
.01, 0.35555419921875, 50, 2.0, 19.0, 0.10526315789473684, 1, 142
.01, 0.355328369140625, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.3552154541015625, 50, 2.0, 19.0, 0.10526315789473684, 2, 14
.01, 0.35527191162109373, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.3552436828613281, 50, 2.0, 19.0, 0.10526315789473684, 2, 14
.01, 0.3552577972412109, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.35525074005126955, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.35524721145629884, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.35524544715881345, 50, 2.0, 19.0, 0.10526315789473684, 2, 15
.01, 0.3552463293075562, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.3552458882331848, 50, 2.0, 19.0, 0.10526315789473684, 1, 143
.01, 0.35524566769599913, 50, 2.0, 19.0, 0.10526315789473684, 2, 15
.01, 0.355245777964592, 50, 2.0, 19.0, 0.10526315789473684, 2, 15
.01, 0.3552458330988884, 50, 2.0, 19.0, 0.10526315789473684, 3, 15
.01, 2.15, 50, 3.0, 18.0, 0.16666666666666666, 1, 4
.01, 1.2249999999999999, 50, 3.0, 18.0, 0.16666666666666666, 1, 6
.01, 0.7625, 50, 3.0, 18.0, 0.16666666666666666, 1, 13
.01, 0.53125, 50, 3.0, 18.0, 0.16666666666666666, 1, 35
.01, 0.415625, 50, 3.0, 18.0, 0.16666666666666666, 1, 156
.01, 0.3578125, 50, 3.0, 18.0, 0.16666666666666666, 2, 5
.01, 0.38671875, 50, 3.0, 18.0, 0.16666666666666666, 2, 7
.01, 0.401171875, 50, 3.0, 18.0, 0.16666666666666666, 2, 10
.01, 0.40839843750000004, 50, 3.0, 18.0, 0.16666666666666666, 2, 14
.01, 0.41201171875000003, 50, 3.0, 18.0, 0.16666666666666666, 1, 170
.01, 0.41020507812500007, 50, 3.0, 18.0, 0.16666666666666666, 2, 17
.01, 0.4111083984375, 50, 3.0, 18.0, 0.16666666666666666, 2, 21
.01, 0.41156005859375, 50, 3.0, 18.0, 0.16666666666666666, 1, 172
.01, 0.411334228515625, 50, 3.0, 18.0, 0.16666666666666666, 1, 173
.01, 0.41122131347656254, 50, 3.0, 18.0, 0.16666666666666666, 1, 174
.01, 0.4111648559570313, 50, 3.0, 18.0, 0.16666666666666666, 1, 174
.01, 0.4111366271972656, 50, 3.0, 18.0, 0.16666666666666666, 2, 21
.01, 0.4111507415771485, 50, 3.0, 18.0, 0.16666666666666666, 1, 174
.01, 0.41114368438720705, 50, 3.0, 18.0, 0.16666666666666666, 1, 174
.01, 0.41114015579223634, 50, 3.0, 18.0, 0.16666666666666666, 2, 21
.01, 0.4111419200897217, 50, 3.0, 18.0, 0.16666666666666666, 2, 21
.01, 0.4111428022384644, 50, 3.0, 18.0, 0.16666666666666666, 2, 21
.01, 0.4111432433128357, 50, 3.0, 18.0, 0.16666666666666666, 2, 21
.01, 0.4111434638500214, 50, 3.0, 18.0, 0.16666666666666666, 1, 174
.01, 0.4111433535814285, 50, 3.0, 18.0, 0.16666666666666666, 1, 174
.01, 0.4111432984471321, 50, 3.0, 18.0, 0.16666666666666666, 3, 174
.01, 2.15, 50, 4.0, 17.0, 0.23529411764705882, 1, 3
.01, 1.2249999999999999, 50, 4.0, 17.0, 0.23529411764705882, 1, 6
.01, 0.7625, 50, 4.0, 17.0, 0.23529411764705882, 1, 14
.01, 0.53125, 50, 4.0, 17.0, 0.23529411764705882, 1, 64
.01, 0.415625, 50, 4.0, 17.0, 0.23529411764705882, 2, 6
.01, 0.4734375, 50, 4.0, 17.0, 0.23529411764705882, 3, 200
.01, 2.15, 50, 5.0, 16.0, 0.3125, 1, 3
.01, 1.2249999999999999, 50, 5.0, 16.0, 0.3125, 1, 6
.01, 0.7625, 50, 5.0, 16.0, 0.3125, 1, 17
.01, 0.53125, 50, 5.0, 16.0, 0.3125, 2, 22
.01, 0.646875, 50, 5.0, 16.0, 0.3125, 1, 35
.01, 0.5890625, 50, 5.0, 16.0, 0.3125, 1, 72
.01, 0.56015625, 50, 5.0, 16.0, 0.3125, 1, 129
.01, 0.545703125, 50, 5.0, 16.0, 0.3125, 1, 197
.01, 0.5384765625, 50, 5.0, 16.0, 0.3125, 3, 200
.01, 2.15, 50, 6.0, 15.0, 0.40000000000000002, 1, 3
.01, 1.2249999999999999, 50, 6.0, 15.0, 0.40000000000000002, 1, 6
.01, 0.7625, 50, 6.0, 15.0, 0.40000000000000002, 1, 23
.01, 0.53125, 50, 6.0, 15.0, 0.40000000000000002, 2, 8
.01, 0.646875, 50, 6.0, 15.0, 0.40000000000000002, 1, 89
.01, 0.5890625, 50, 6.0, 15.0, 0.40000000000000002, 2, 20
.01, 0.61796875, 50, 6.0, 15.0, 0.40000000000000002, 3, 200
.01, 2.15, 50, 7.0, 14.0, 0.5, 1, 3
.01, 1.2249999999999999, 50, 7.0, 14.0, 0.5, 1, 6
.01, 0.7625, 50, 7.0, 14.0, 0.5, 1, 43
.01, 0.53125, 50, 7.0, 14.0, 0.5, 2, 6
.01, 0.646875, 50, 7.0, 14.0, 0.5, 2, 18
.01, 0.7046874999999999, 50, 7.0, 14.0, 0.5, 1, 138
.01, 0.67578125, 50, 7.0, 14.0, 0.5, 2, 57
.01, 0.690234375, 50, 7.0, 14.0, 0.5, 3, 200
.01, 2.15, 50, 8.0, 13.0, 0.61538461538461542, 1, 3
.01, 1.2249999999999999, 50, 8.0, 13.0, 0.61538461538461542, 1, 7
.01, 0.29999999999999999, 50, 8.0, 13.0, 0.61538461538461542, 2, 3
.01, 0.53125, 50, 8.0, 13.0, 0.61538461538461542, 2, 6
.01, 0.76249999999999996, 50, 8.0, 13.0, 0.61538461538461542, 3, 225
.01, 0.99374999999999991, 50, 8.0, 13.0, 0.61538461538461542, 1, 13
.01, 1.2249999999999999, 50, 8.0, 13.0, 0.61538461538461542, 1, 7
.01, 0.7625, 50, 8.0, 13.0, 0.61538461538461542, 1, 201
.01, 2.15, 50, 9.0, 12.0, 0.75, 1, 3
.01, 1.2249999999999999, 50, 9.0, 12.0, 0.75, 1, 8
.01, 0.7625, 50, 9.0, 12.0, 0.75, 2, 16
.01, 0.9937499999999999, 50, 9.0, 12.0, 0.75, 1, 20
.01, 0.8781249999999999, 50, 9.0, 12.0, 0.75, 1, 105
.01, 0.8203125, 50, 9.0, 12.0, 0.75, 2, 40
.01, 0.8492187499999999, 50, 9.0, 12.0, 0.75, 3, 200
.01, 2.15, 50, 10.0, 11.0, 0.90909090909090906, 1, 3
.01, 1.2249999999999999, 50, 10.0, 11.0, 0.90909090909090906, 1, 10
.01, 0.7625, 50, 10.0, 11.0, 0.90909090909090906, 2, 10
.01, 0.9937499999999999, 50, 10.0, 11.0, 0.90909090909090906, 1, 54
.01, 0.8781249999999999, 50, 10.0, 11.0, 0.90909090909090906, 2, 26
.01, 0.9359374999999999, 50, 10.0, 11.0, 0.90909090909090906, 2, 153
.01, 0.9648437499999999, 50, 10.0, 11.0, 0.90909090909090906, 1, 143
.01, 0.9503906249999998, 50, 10.0, 11.0, 0.90909090909090906, 3, 200
.01, 2.15, 50, 11.0, 10.0, 1.1000000000000001, 1, 3
.01, 1.2249999999999999, 50, 11.0, 10.0, 1.1000000000000001, 1, 14
.01, 0.7625, 50, 11.0, 10.0, 1.1000000000000001, 2, 8
.01, 0.9937499999999999, 50, 11.0, 10.0, 1.1000000000000001, 2, 41
.01, 1.109375, 50, 11.0, 10.0, 1.1000000000000001, 1, 39
.01, 1.0515625, 50, 11.0, 10.0, 1.1000000000000001, 3, 200
.01, 2.15, 50, 12.0, 9.0, 1.3333333333333333, 1, 3
.01, 1.2249999999999999, 50, 12.0, 9.0, 1.3333333333333333, 1, 35
.01, 0.7625, 50, 12.0, 9.0, 1.3333333333333333, 2, 7
.01, 0.9937499999999999, 50, 12.0, 9.0, 1.3333333333333333, 2, 17
.01, 1.109375, 50, 12.0, 9.0, 1.3333333333333333, 2, 52
.01, 1.1671874999999998, 50, 12.0, 9.0, 1.3333333333333333, 3, 200
.01, 2.15, 50, 13.0, 8.0, 1.625, 1, 3
.01, 1.2249999999999999, 50, 13.0, 8.0, 1.625, 2, 51
.01, 1.6875, 50, 13.0, 8.0, 1.625, 1, 6
.01, 1.4562499999999998, 50, 13.0, 8.0, 1.625, 1, 12
.01, 1.3406249999999997, 50, 13.0, 8.0, 1.625, 1, 46
.01, 1.2828125, 50, 13.0, 8.0, 1.625, 2, 140
.01, 1.3117187499999998, 50, 13.0, 8.0, 1.625, 3, 200
.01, 2.15, 50, 14.0, 7.0, 2.0, 1, 4
.01, 1.2249999999999999, 50, 14.0, 7.0, 2.0, 2, 22
.01, 1.6875, 50, 14.0, 7.0, 2.0, 1, 8
.01, 1.2249999999999999, 50, 14.0, 7.0, 2.0, 2, 22
.01, 1.340625, 50, 14.0, 7.0, 2.0, 2, 44
.01, 1.4562499999999998, 50, 14.0, 7.0, 2.0, 2, 222
.01, 1.5718749999999999, 50, 14.0, 7.0, 2.0, 1, 14
.01, 1.6875, 50, 14.0, 7.0, 2.0, 1, 8
.01, 1.4562499999999998, 50, 14.0, 7.0, 2.0, 1, 201
.01, 2.15, 50, 15.0, 6.0, 2.5, 1, 4
.01, 1.2249999999999999, 50, 15.0, 6.0, 2.5, 2, 15
.01, 1.6875, 50, 15.0, 6.0, 2.5, 1, 27
.01, 1.4562499999999998, 50, 15.0, 6.0, 2.5, 2, 35
.01, 1.571875, 50, 15.0, 6.0, 2.5, 2, 80
.01, 1.6296875, 50, 15.0, 6.0, 2.5, 2, 162
.01, 1.65859375, 50, 15.0, 6.0, 2.5, 3, 200
.01, 2.15, 50, 16.0, 5.0, 3.2000000000000002, 1, 6
.01, 1.2249999999999999, 50, 16.0, 5.0, 3.2000000000000002, 2, 12
.01, 1.6875, 50, 16.0, 5.0, 3.2000000000000002, 2, 46
.01, 1.91875, 50, 16.0, 5.0, 3.2000000000000002, 1, 20
.01, 1.803125, 50, 16.0, 5.0, 3.2000000000000002, 2, 93
.01, 1.8609375, 50, 16.0, 5.0, 3.2000000000000002, 2, 159
.01, 1.8898437499999998, 50, 16.0, 5.0, 3.2000000000000002, 3, 200
.01, 2.15, 50, 17.0, 4.0, 4.25, 2, 143
.01, 3.075, 50, 17.0, 4.0, 4.25, 1, 2
.01, 2.6125, 50, 17.0, 4.0, 4.25, 1, 4
.01, 2.3812499999999996, 50, 17.0, 4.0, 4.25, 1, 5
.01, 2.265625, 50, 17.0, 4.0, 4.25, 1, 9
.01, 2.2078125, 50, 17.0, 4.0, 4.25, 1, 15
.01, 2.17890625, 50, 17.0, 4.0, 4.25, 2, 179
.01, 2.193359375, 50, 17.0, 4.0, 4.25, 1, 23
.01, 2.1861328125, 50, 17.0, 4.0, 4.25, 2, 190
.01, 2.18974609375, 50, 17.0, 4.0, 4.25, 2, 196
.01, 2.191552734375, 50, 17.0, 4.0, 4.25, 2, 199
.01, 2.1924560546875, 50, 17.0, 4.0, 4.25, 2, 200
.01, 2.19290771484375, 50, 17.0, 4.0, 4.25, 1, 24
.01, 2.1926818847656246, 50, 17.0, 4.0, 4.25, 1, 25
.01, 2.1925689697265622, 50, 17.0, 4.0, 4.25, 1, 26
.01, 2.1925125122070312, 50, 17.0, 4.0, 4.25, 1, 26
.01, 2.1924842834472655, 50, 17.0, 4.0, 4.25, 1, 26
.01, 2.1924701690673825, 50, 17.0, 4.0, 4.25, 1, 27
.01, 2.192463111877441, 50, 17.0, 4.0, 4.25, 2, 200
.01, 2.1924666404724116, 50, 17.0, 4.0, 4.25, 1, 27
.01, 2.1924648761749266, 50, 17.0, 4.0, 4.25, 1, 27
.01, 2.192463994026184, 50, 17.0, 4.0, 4.25, 1, 27
.01, 2.1924635529518124, 50, 17.0, 4.0, 4.25, 1, 27
.01, 2.1924633324146265, 50, 17.0, 4.0, 4.25, 1, 27
.01, 2.192463222146034, 50, 17.0, 4.0, 4.25, 2, 200
.01, 2.1924632772803303, 50, 17.0, 4.0, 4.25, 3, 200
.01, 2.15, 50, 18.0, 3.0, 6.0, 2, 38
.01, 3.075, 50, 18.0, 3.0, 6.0, 1, 3
.01, 2.6125, 50, 18.0, 3.0, 6.0, 1, 7
.01, 2.3812499999999996, 50, 18.0, 3.0, 6.0, 2, 71
.01, 2.4968749999999997, 50, 18.0, 3.0, 6.0, 2, 108
.01, 2.5546875, 50, 18.0, 3.0, 6.0, 2, 139
.01, 2.58359375, 50, 18.0, 3.0, 6.0, 1, 10
.01, 2.569140625, 50, 18.0, 3.0, 6.0, 1, 15
.01, 2.5619140625, 50, 18.0, 3.0, 6.0, 2, 144
.01, 2.5655273437500004, 50, 18.0, 3.0, 6.0, 2, 147
.01, 2.5673339843750003, 50, 18.0, 3.0, 6.0, 2, 148
.01, 2.5682373046875, 50, 18.0, 3.0, 6.0, 1, 16
.01, 2.5677856445312504, 50, 18.0, 3.0, 6.0, 2, 148
.01, 2.568011474609375, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.5681243896484376, 50, 18.0, 3.0, 6.0, 1, 16
.01, 2.5680679321289066, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.568096160888672, 50, 18.0, 3.0, 6.0, 1, 16
.01, 2.5680820465087892, 50, 18.0, 3.0, 6.0, 1, 16
.01, 2.568074989318848, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.5680785179138184, 50, 18.0, 3.0, 6.0, 1, 16
.01, 2.5680767536163334, 50, 18.0, 3.0, 6.0, 1, 16
.01, 2.568075871467591, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.568076312541962, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.5680765330791475, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.5680766433477404, 50, 18.0, 3.0, 6.0, 2, 149
.01, 2.568076698482037, 50, 18.0, 3.0, 6.0, 3, 149
.01, 2.15, 50, 19.0, 2.0, 9.5, 2, 24
.01, 3.075, 50, 19.0, 2.0, 9.5, 1, 4
.01, 2.6125, 50, 19.0, 2.0, 9.5, 2, 44
.01, 2.84375, 50, 19.0, 2.0, 9.5, 2, 67
.01, 2.959375, 50, 19.0, 2.0, 9.5, 2, 89
.01, 3.0171875000000004, 50, 19.0, 2.0, 9.5, 1, 6
.01, 2.98828125, 50, 19.0, 2.0, 9.5, 2, 96
.01, 3.002734375, 50, 19.0, 2.0, 9.5, 2, 101
.01, 3.0099609375000003, 50, 19.0, 2.0, 9.5, 1, 7
.01, 3.00634765625, 50, 19.0, 2.0, 9.5, 1, 8
.01, 3.004541015625, 50, 19.0, 2.0, 9.5, 2, 101
.01, 3.0054443359375, 50, 19.0, 2.0, 9.5, 2, 101
.01, 3.00589599609375, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.006121826171875, 50, 19.0, 2.0, 9.5, 1, 8
.01, 3.0060089111328123, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.0060653686523438, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.0060935974121095, 50, 19.0, 2.0, 9.5, 1, 8
.01, 3.0060794830322264, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.006086540222168, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.006090068817139, 50, 19.0, 2.0, 9.5, 1, 8
.01, 3.0060883045196536, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.0060891866683965, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.006089627742768, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.006089848279953, 50, 19.0, 2.0, 9.5, 1, 8
.01, 3.0060897380113607, 50, 19.0, 2.0, 9.5, 2, 102
.01, 3.006089793145657, 50, 19.0, 2.0, 9.5, 3, 102
.01, 2.15, 50, 20.0, 1.0, 20.0, 2, 21
.01, 3.075, 50, 20.0, 1.0, 20.0, 2, 43
.01, 3.5375, 50, 20.0, 1.0, 20.0, 1, 2
.01, 3.3062500000000004, 50, 20.0, 1.0, 20.0, 2, 61
.01, 3.421875, 50, 20.0, 1.0, 20.0, 1, 3
.01, 3.3640625, 50, 20.0, 1.0, 20.0, 1, 3
.01, 3.3351562500000003, 50, 20.0, 1.0, 20.0, 2, 67
.01, 3.349609375, 50, 20.0, 1.0, 20.0, 2, 72
.01, 3.3568359375, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.35322265625, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.351416015625, 50, 20.0, 1.0, 20.0, 2, 72
.01, 3.3523193359374996, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.3527709960937497, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.3525451660156245, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.3526580810546873, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.352601623535156, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.35257339477539, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.352559280395507, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.352566337585449, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.3525698661804197, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.3525716304779047, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.3525725126266472, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.352572071552276, 50, 20.0, 1.0, 20.0, 2, 73
.01, 3.3525722920894614, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.352572181820869, 50, 20.0, 1.0, 20.0, 1, 4
.01, 3.3525721266865727, 50, 20.0, 1.0, 20.0, 3, 4
