epsilon, alpha, pop1, pop2, dif1, dif2, difratio, blobsize, winner
.01, 1.25, 162.5, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.625, 181.25, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8125, 190.625, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.71875, 185.9375, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.765625, 188.28125, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.7890625, 189.453125, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.80078125, 190.0390625, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.806640625, 190.33203125, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8095703125, 190.478515625, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.81103515625, 190.5517578125, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.810302734375, 190.51513671875, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8106689453125, 190.533447265625, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.81085205078125, 190.5426025390625, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.810943603515625, 190.54718017578125, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.8108978271484375, 190.54489135742188, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.8108749389648438, 190.5437469482422, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8108863830566406, 190.54431915283203, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.8108806610107422, 190.5440330505371, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.810877799987793, 190.54388999938965, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.8108763694763184, 190.54381847381592, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8108770847320557, 190.54385423660278, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8108774423599243, 190.54387211799622, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.8108776211738586, 190.54388105869293, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 1
.01, 1.8108775317668915, 190.54387658834457, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 2
.01, 1.810877576470375, 190.54387882351875, 100, 1.0, 20.0, 0.050000000000000003, 16.0, 3
.01, 1.25, 162.5, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.625, 181.25, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.8125, 190.625, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.71875, 185.9375, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.671875, 183.59375, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.6953125, 184.765625, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.68359375, 184.1796875, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.677734375, 183.88671875, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6748046875, 183.740234375, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.67333984375, 183.6669921875, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.674072265625, 183.70361328125, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6737060546875, 183.685302734375, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.67388916015625, 183.6944580078125, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.673797607421875, 183.68988037109375, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6737518310546875, 183.68759155273438, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6737289428710938, 183.6864471435547, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.6737403869628906, 183.68701934814453, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6737346649169922, 183.6867332458496, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.673731803894043, 183.68659019470215, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.6737332344055176, 183.68666172027588, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.6737339496612549, 183.68669748306274, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6737335920333862, 183.6866796016693, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.673733413219452, 183.6866706609726, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 1
.01, 1.6737333238124847, 183.68666619062424, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 2
.01, 1.6737333685159683, 183.68666842579842, 100, 2.0, 19.0, 0.10526315789473684, 16.0, 3
.01, 1.25, 162.5, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.625, 181.25, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.4375, 171.875, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.53125, 176.5625, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.578125, 178.90625, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.6015625, 180.078125, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.58984375, 179.4921875, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.583984375, 179.19921875, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.5810546875, 179.052734375, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.58251953125, 179.1259765625, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.581787109375, 179.08935546875, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.5821533203125, 179.107666015625, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.58197021484375, 179.0985107421875, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.581878662109375, 179.09393310546875, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.5818328857421875, 179.09164428710938, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.5818099975585938, 179.0904998779297, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.5818214416503906, 179.09107208251953, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.581827163696289, 179.09135818481445, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.5818300247192383, 179.0915012359619, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.581831455230713, 179.09157276153564, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.5818307399749756, 179.09153699874878, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.5818310976028442, 179.0915548801422, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 2
.01, 1.5818312764167786, 179.09156382083893, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.5818311870098114, 179.09155935049057, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 1
.01, 1.5818311423063278, 179.0915571153164, 100, 3.0, 18.0, 0.16666666666666666, 16.0, 3
.01, 1.25, 162.5, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.625, 181.25, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.4375, 171.875, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.53125, 176.5625, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.484375, 174.21875, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5078125, 175.390625, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.51953125, 175.9765625, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.513671875, 175.68359375, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.5107421875, 175.537109375, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.50927734375, 175.4638671875, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.510009765625, 175.50048828125, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5103759765625, 175.518798828125, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.51055908203125, 175.5279541015625, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.510467529296875, 175.52337646484375, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5105133056640625, 175.52566528320312, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5105361938476562, 175.5268096923828, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.5105247497558594, 175.52623748779297, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5105304718017578, 175.5265235900879, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.510533332824707, 175.52666664123535, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.5105319023132324, 175.52659511566162, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5105326175689697, 175.5266308784485, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5105329751968384, 175.52664875984192, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.510532796382904, 175.5266398191452, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 1
.01, 1.510532706975937, 175.52663534879684, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 2
.01, 1.5105327516794205, 175.52663758397102, 100, 4.0, 17.0, 0.23529411764705882, 16.0, 3
.01, 1.25, 162.5, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.625, 181.25, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4375, 171.875, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.53125, 176.5625, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.484375, 174.21875, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4609375, 173.046875, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.44921875, 172.4609375, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.455078125, 172.75390625, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4521484375, 172.607421875, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.45068359375, 172.5341796875, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.451416015625, 172.57080078125, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510498046875, 172.552490234375, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.45086669921875, 172.5433349609375, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.450958251953125, 172.54791259765625, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.4510040283203125, 172.55020141601562, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.4510269165039062, 172.5513458251953, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.4510383605957031, 172.55191802978516, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510326385498047, 172.55163192749023, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510297775268555, 172.55148887634277, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510283470153809, 172.55141735076904, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.4510290622711182, 172.5514531135559, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510287046432495, 172.55143523216248, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510285258293152, 172.55142629146576, 100, 5.0, 16.0, 0.3125, 16.0, 2
.01, 1.4510286152362823, 172.55143076181412, 100, 5.0, 16.0, 0.3125, 16.0, 1
.01, 1.4510285705327988, 172.55142852663994, 100, 5.0, 16.0, 0.3125, 16.0, 3
.01, 1.25, 162.5, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.625, 181.25, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.4375, 171.875, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.34375, 167.1875, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.390625, 169.53125, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.4140625, 170.703125, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.40234375, 170.1171875, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.396484375, 169.82421875, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.3994140625, 169.970703125, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.39794921875, 169.8974609375, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.398681640625, 169.93408203125, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.3990478515625, 169.952392578125, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 2
.01, 1.39923095703125, 169.9615478515625, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.399139404296875, 169.95697021484375, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.3990936279296875, 169.95468139648438, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
.01, 1.3990707397460938, 169.9535369873047, 100, 6.0, 15.0, 0.40000000000000002, 16.0, 1
