epsilon, alpha, beta, pop, dif1, dif2, difratio, blobsize, winner, time, converged
.01, 1.05625, 1, 50, 10.0, 11.0, 0.90909090909090906, 24.0, 2, 12, 0
.01, 1.165625, 1, 50, 10.0, 11.0, 0.90909090909090906, 24.0, 1, 19, 0
.01, 1.1109375, 1, 50, 10.0, 11.0, 0.90909090909090906, 24.0, 2, 39, 0
.01, 1.13828125, 1, 50, 10.0, 11.0, 0.90909090909090906, 24.0, 1, 30, 0
.01, 1.124609375, 1, 50, 10.0, 11.0, 0.90909090909090906, 24.0, 1, 43, 0
.01, 1.1177734375, 1, 50, 10.0, 11.0, 0.90909090909090906, 24.0, 3, 60, 0
.01, 2.15, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 1, 2, 0
.01, 1.275, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 1, 18, 0
.01, 0.8374999999999999, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 2, 4, 0
.01, 1.05625, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 2, 7, 0
.01, 1.165625, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 2, 14, 0
.01, 1.2203125, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 2, 44, 0
.01, 1.24765625, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 1, 28, 0
.01, 1.233984375, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 1, 42, 0
.01, 1.2271484375, 1, 50, 11.0, 10.0, 1.1000000000000001, 24.0, 3, 60, 0
.01, 2.15, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 1, 2, 0
.01, 1.275, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 2, 14, 0
.01, 1.7125, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 1, 4, 0
.01, 1.49375, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 1, 8, 0
.01, 1.384375, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 1, 20, 0
.01, 1.3296875, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 2, 29, 0
.01, 1.35703125, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 1, 41, 0
.01, 1.343359375, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 2, 48, 0
.01, 1.3501953125, 1, 50, 12.0, 9.0, 1.3333333333333333, 24.0, 3, 60, 0
.01, 2.15, 1, 50, 13.0, 8.0, 1.625, 24.0, 1, 3, 0
.01, 1.275, 1, 50, 13.0, 8.0, 1.625, 24.0, 2, 8, 0
.01, 1.7125, 1, 50, 13.0, 8.0, 1.625, 24.0, 1, 5, 0
.01, 1.49375, 1, 50, 13.0, 8.0, 1.625, 24.0, 3, 60, 0
.01, 2.15, 1, 50, 14.0, 7.0, 2.0, 24.0, 1, 3, 0
.01, 1.275, 1, 50, 14.0, 7.0, 2.0, 24.0, 2, 6, 0
.01, 1.7125, 1, 50, 14.0, 7.0, 2.0, 24.0, 1, 10, 0
.01, 1.49375, 1, 50, 14.0, 7.0, 2.0, 24.0, 2, 12, 0
.01, 1.603125, 1, 50, 14.0, 7.0, 2.0, 24.0, 2, 23, 0
.01, 1.6578125, 1, 50, 14.0, 7.0, 2.0, 24.0, 3, 60, 0
.01, 2.15, 1, 50, 15.0, 6.0, 2.5, 24.0, 1, 4, 0
.01, 1.275, 1, 50, 15.0, 6.0, 2.5, 24.0, 2, 5, 0
.01, 1.7125, 1, 50, 15.0, 6.0, 2.5, 24.0, 2, 15, 0
.01, 1.93125, 1, 50, 15.0, 6.0, 2.5, 24.0, 1, 7, 0
.01, 1.821875, 1, 50, 15.0, 6.0, 2.5, 24.0, 2, 33, 0
.01, 1.8765625, 1, 50, 15.0, 6.0, 2.5, 24.0, 1, 12, 0
.01, 1.84921875, 1, 50, 15.0, 6.0, 2.5, 24.0, 2, 52, 0
.01, 1.862890625, 1, 50, 15.0, 6.0, 2.5, 24.0, 1, 19, 0
