epsilon, alpha, pop1, pop2, dif1, dif2, difratio, blobsize, winner
.01, 1.25, 162.5, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.625, 181.25, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8125, 190.625, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.90625, 195.3125, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.859375, 192.96875, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.8359375, 191.796875, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.84765625, 192.3828125, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.841796875, 192.08984375, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8447265625, 192.236328125, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.84619140625, 192.3095703125, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.846923828125, 192.34619140625, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.8465576171875, 192.327880859375, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.84674072265625, 192.3370361328125, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.846832275390625, 192.34161376953125, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8468780517578125, 192.34390258789062, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.8468551635742188, 192.34275817871094, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.8468437194824219, 192.3421859741211, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.8468379974365234, 192.34189987182617, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8468408584594727, 192.34204292297363, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8468422889709473, 192.34211444854736, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8468430042266846, 192.34215021133423, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
.01, 1.8468433618545532, 192.34216809272766, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 1
.01, 1.846843183040619, 192.34215915203094, 100, 1.0, 20.0, 0.050000000000000003, 14.0, 2
