epsilon, alpha, beta, pop, dif1, dif2, difratio, winner, time
.01, 1.30625, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 16
.01, 1.334375, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 14
.01, 1.3203125, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 19
.01, 1.31328125, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 28
.01, 1.3097656249999998, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 22
.01, 1.3115234375, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 44
.01, 1.31064453125, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 26
.01, 1.311083984375, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 30
.01, 1.3113037109375, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 35
.01, 1.31141357421875, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 42
.01, 1.311468505859375, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 50
.01, 1.3114410400390626, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 55
.01, 1.3114547729492188, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 54
.01, 1.3114479064941407, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 59
.01, 1.3114444732666017, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 67
.01, 1.3114427566528322, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 62
.01, 1.311443614959717, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 1, 78
.01, 1.3114431858062745, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 66
.01, 1.3114434003829958, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 2, 72
.01, 1.3114435076713564, 1, 50, 10.666666666666666, 10, 1.0666666666666667, 3, 80
.01, 1.25, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 5
.01, 1.475, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 5
.01, 1.3625, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 13
.01, 1.30625, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 9
.01, 1.334375, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 17
.01, 1.3484375000000002, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 18
.01, 1.3414062500000001, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 25
.01, 1.337890625, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 25
.01, 1.3396484375000002, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 32
.01, 1.33876953125, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 39
.01, 1.3392089843750001, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 36
.01, 1.3389892578125, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 40
.01, 1.33887939453125, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 47
.01, 1.3388244628906252, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 50
.01, 1.3388519287109375, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 51
.01, 1.3388381958007813, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 57
.01, 1.3388313293457033, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 68
.01, 1.3388347625732422, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 61
.01, 1.3388330459594728, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 65
.01, 1.3388321876525882, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 70
.01, 1.3388317584991456, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 1, 76
.01, 1.3388315439224243, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 2, 77
.01, 1.338831651210785, 1, 50, 11.111111111111111, 10, 1.1111111111111112, 3, 80
.01, 1.25, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 5
.01, 1.475, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 6
.01, 1.3625, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 19
.01, 1.4187500000000002, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 9
.01, 1.390625, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 13
.01, 1.3765625, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 17
.01, 1.36953125, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 23
.01, 1.3660156250000002, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 38
.01, 1.3642578125, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 23
.01, 1.36513671875, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 27
.01, 1.3655761718750001, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 33
.01, 1.3657958984375003, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 50
.01, 1.36568603515625, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 38
.01, 1.3657409667968752, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 43
.01, 1.3657684326171877, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 53
.01, 1.365782165527344, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 55
.01, 1.3657752990722658, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 63
.01, 1.3657718658447267, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 61
.01, 1.3657735824584962, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 70
.01, 1.3657727241516113, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 2, 69
.01, 1.3657731533050539, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 1, 76
.01, 1.3657729387283326, 1, 50, 11.555555555555555, 10, 1.1555555555555554, 3, 80
.01, 1.25, 1, 50, 12.0, 10, 1.2, 2, 4
.01, 1.475, 1, 50, 12.0, 10, 1.2, 1, 7
.01, 1.3625, 1, 50, 12.0, 10, 1.2, 2, 9
.01, 1.4187500000000002, 1, 50, 12.0, 10, 1.2, 1, 12
.01, 1.390625, 1, 50, 12.0, 10, 1.2, 2, 22
.01, 1.4046875, 1, 50, 12.0, 10, 1.2, 1, 16
.01, 1.39765625, 1, 50, 12.0, 10, 1.2, 1, 21
.01, 1.394140625, 1, 50, 12.0, 10, 1.2, 1, 27
.01, 1.3923828125, 1, 50, 12.0, 10, 1.2, 1, 43
.01, 1.39150390625, 1, 50, 12.0, 10, 1.2, 2, 26
.01, 1.391943359375, 1, 50, 12.0, 10, 1.2, 2, 31
.01, 1.3921630859374998, 1, 50, 12.0, 10, 1.2, 2, 36
.01, 1.39227294921875, 1, 50, 12.0, 10, 1.2, 2, 47
.01, 1.392327880859375, 1, 50, 12.0, 10, 1.2, 1, 48
.01, 1.3923004150390625, 1, 50, 12.0, 10, 1.2, 1, 55
.01, 1.3922866821289062, 1, 50, 12.0, 10, 1.2, 2, 55
.01, 1.3922935485839845, 1, 50, 12.0, 10, 1.2, 1, 61
.01, 1.3922901153564453, 1, 50, 12.0, 10, 1.2, 2, 77
.01, 1.3922918319702149, 1, 50, 12.0, 10, 1.2, 1, 64
.01, 1.39229097366333, 1, 50, 12.0, 10, 1.2, 1, 68
.01, 1.3922905445098877, 1, 50, 12.0, 10, 1.2, 1, 72
.01, 1.3922903299331666, 1, 50, 12.0, 10, 1.2, 1, 77
.01, 1.392290222644806, 1, 50, 12.0, 10, 1.2, 3, 80
