epsilon, alpha, beta, pop, dif1, dif2, difratio, blobsize, winner, time, converged
.01, 0.5914062499999999, 1, 50, 4.0, 17.0, 0.23529411764705882, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 5.0, 16.0, 0.3125, 28.0, 1, 2, 0
.01, 1.275, 1, 50, 5.0, 16.0, 0.3125, 28.0, 1, 5, 0
.01, 0.8374999999999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 1, 13, 0
.01, 0.6187499999999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 2, 7, 0
.01, 0.7281249999999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 1, 27, 0
.01, 0.6734374999999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 1, 53, 0
.01, 0.6460937499999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 2, 13, 0
.01, 0.6597656249999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 2, 33, 0
.01, 0.6666015624999999, 1, 50, 5.0, 16.0, 0.3125, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 1, 2, 0
.01, 1.275, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 1, 5, 0
.01, 0.8374999999999999, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 1, 19, 0
.01, 0.6187499999999999, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 2, 5, 0
.01, 0.7281249999999999, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 2, 21, 0
.01, 0.7828124999999999, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 1, 31, 0
.01, 0.7554687499999999, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 1, 46, 0
.01, 0.7417968749999999, 1, 50, 6.0, 15.0, 0.40000000000000002, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 7.0, 14.0, 0.5, 28.0, 1, 2, 0
.01, 1.275, 1, 50, 7.0, 14.0, 0.5, 28.0, 1, 5, 0
.01, 0.8374999999999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 1, 42, 0
.01, 0.6187499999999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 2, 4, 0
.01, 0.7281249999999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 2, 7, 0
.01, 0.7828124999999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 2, 13, 0
.01, 0.8101562499999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 2, 30, 0
.01, 0.8238281249999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 1, 59, 0
.01, 0.8169921874999999, 1, 50, 7.0, 14.0, 0.5, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 1, 2, 0
.01, 1.275, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 1, 6, 0
.01, 0.8374999999999999, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 2, 10, 0
.01, 1.05625, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 1, 12, 0
.01, 0.9468749999999999, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 1, 28, 0
.01, 0.8921874999999999, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 2, 31, 0
.01, 0.9195312499999999, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 1, 43, 0
.01, 0.9058593749999999, 1, 50, 8.0, 13.0, 0.61538461538461542, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 9.0, 12.0, 0.75, 28.0, 1, 2, 0
.01, 1.275, 1, 50, 9.0, 12.0, 0.75, 28.0, 1, 7, 0
.01, 0.8374999999999999, 1, 50, 9.0, 12.0, 0.75, 28.0, 2, 6, 0
.01, 1.05625, 1, 50, 9.0, 12.0, 0.75, 28.0, 1, 21, 0
.01, 0.9468749999999999, 1, 50, 9.0, 12.0, 0.75, 28.0, 2, 15, 0
.01, 1.0015625, 1, 50, 9.0, 12.0, 0.75, 28.0, 1, 53, 0
.01, 0.9742187499999999, 1, 50, 9.0, 12.0, 0.75, 28.0, 2, 26, 0
.01, 0.9878906249999999, 1, 50, 9.0, 12.0, 0.75, 28.0, 2, 51, 0
.01, 0.9947265624999999, 1, 50, 9.0, 12.0, 0.75, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 1, 2, 0
.01, 1.275, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 1, 9, 0
.01, 0.8374999999999999, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 2, 5, 0
.01, 1.05625, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 2, 21, 0
.01, 1.165625, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 1, 18, 0
.01, 1.1109375, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 1, 38, 0
.01, 1.08359375, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 2, 45, 0
.01, 1.097265625, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 1, 59, 0
.01, 1.0904296875, 1, 50, 10.0, 11.0, 0.90909090909090906, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 1, 3, 0
.01, 1.275, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 1, 16, 0
.01, 0.8374999999999999, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 2, 4, 0
.01, 1.05625, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 2, 9, 0
.01, 1.165625, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 2, 24, 0
.01, 1.2203125, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 1, 36, 0
.01, 1.19296875, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 2, 50, 0
.01, 1.206640625, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 1, 59, 0
.01, 1.1998046875, 1, 50, 11.0, 10.0, 1.1000000000000001, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 12.0, 9.0, 1.3333333333333333, 28.0, 1, 3, 0
.01, 1.275, 1, 50, 12.0, 9.0, 1.3333333333333333, 28.0, 2, 23, 0
.01, 1.7125, 1, 50, 12.0, 9.0, 1.3333333333333333, 28.0, 1, 4, 0
.01, 1.49375, 1, 50, 12.0, 9.0, 1.3333333333333333, 28.0, 1, 8, 0
.01, 1.384375, 1, 50, 12.0, 9.0, 1.3333333333333333, 28.0, 1, 17, 0
.01, 1.3296875, 1, 50, 12.0, 9.0, 1.3333333333333333, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 13.0, 8.0, 1.625, 28.0, 1, 3, 0
.01, 1.275, 1, 50, 13.0, 8.0, 1.625, 28.0, 2, 11, 0
.01, 1.7125, 1, 50, 13.0, 8.0, 1.625, 28.0, 1, 6, 0
.01, 1.49375, 1, 50, 13.0, 8.0, 1.625, 28.0, 1, 23, 0
.01, 1.384375, 1, 50, 13.0, 8.0, 1.625, 28.0, 2, 19, 0
.01, 1.4390625, 1, 50, 13.0, 8.0, 1.625, 28.0, 2, 36, 0
.01, 1.46640625, 1, 50, 13.0, 8.0, 1.625, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 14.0, 7.0, 2.0, 28.0, 1, 3, 0
.01, 1.275, 1, 50, 14.0, 7.0, 2.0, 28.0, 2, 8, 0
.01, 1.7125, 1, 50, 14.0, 7.0, 2.0, 28.0, 1, 10, 0
.01, 1.49375, 1, 50, 14.0, 7.0, 2.0, 28.0, 2, 16, 0
.01, 1.603125, 1, 50, 14.0, 7.0, 2.0, 28.0, 2, 39, 0
.01, 1.6578125, 1, 50, 14.0, 7.0, 2.0, 28.0, 1, 19, 0
.01, 1.63046875, 1, 50, 14.0, 7.0, 2.0, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 15.0, 6.0, 2.5, 28.0, 1, 4, 0
.01, 1.275, 1, 50, 15.0, 6.0, 2.5, 28.0, 2, 6, 0
.01, 1.7125, 1, 50, 15.0, 6.0, 2.5, 28.0, 2, 21, 0
.01, 1.93125, 1, 50, 15.0, 6.0, 2.5, 28.0, 1, 7, 0
.01, 1.821875, 1, 50, 15.0, 6.0, 2.5, 28.0, 2, 58, 0
.01, 1.8765625, 1, 50, 15.0, 6.0, 2.5, 28.0, 1, 11, 0
.01, 1.84921875, 1, 50, 15.0, 6.0, 2.5, 28.0, 1, 16, 0
.01, 1.835546875, 1, 50, 15.0, 6.0, 2.5, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 1, 7, 0
.01, 1.275, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 2, 6, 0
.01, 1.7125, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 2, 11, 0
.01, 1.93125, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 2, 21, 0
.01, 2.040625, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 2, 41, 0
.01, 2.0953125, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 1, 10, 0
.01, 2.06796875, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 2, 56, 0
.01, 2.081640625, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 1, 13, 0
.01, 2.0748046875, 1, 50, 16.0, 5.0, 3.2000000000000002, 28.0, 3, 60, 0
.01, 2.15, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 18, 0
.01, 3.025, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 2, 0
.01, 2.5875, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 4, 0
.01, 2.36875, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 10, 0
.01, 2.259375, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 26, 0
.01, 2.3140625, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 33, 0
.01, 2.34140625, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 39, 0
.01, 2.355078125, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 42, 0
.01, 2.3619140625, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 44, 0
.01, 2.36533203125, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 11, 0
.01, 2.363623046875, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 45, 0
.01, 2.3644775390625, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 45, 0
.01, 2.36490478515625, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 12, 0
.01, 2.364691162109375, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 12, 0
.01, 2.3645843505859374, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 12, 0
.01, 2.3645309448242187, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 12, 0
.01, 2.3645042419433593, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 12, 0
.01, 2.3644908905029296, 1, 50, 17.0, 4.0, 4.25, 28.0, 1, 12, 0
.01, 2.3644842147827148, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 45, 0
.01, 2.364487552642822, 1, 50, 17.0, 4.0, 4.25, 28.0, 2, 45, 0
.01, 2.364489221572876, 1, 50, 17.0, 4.0, 4.25, 28.0, 3, 45, 1
.01, 2.15, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 11, 0
.01, 3.025, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 3, 0
.01, 2.5875, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 23, 0
.01, 2.80625, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 4, 0
.01, 2.696875, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 31, 0
.01, 2.7515625, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 6, 0
.01, 2.72421875, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 34, 0
.01, 2.737890625, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 7, 0
.01, 2.7310546875, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 35, 0
.01, 2.73447265625, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 8, 0
.01, 2.732763671875, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 8, 0
.01, 2.7319091796875, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 35, 0
.01, 2.73233642578125, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 35, 0
.01, 2.732550048828125, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 8, 0
.01, 2.7324432373046874, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 35, 0
.01, 2.732496643066406, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 8, 0
.01, 2.732469940185547, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 8, 0
.01, 2.732456588745117, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 35, 0
.01, 2.732463264465332, 1, 50, 18.0, 3.0, 6.0, 28.0, 1, 8, 0
.01, 2.7324599266052245, 1, 50, 18.0, 3.0, 6.0, 28.0, 2, 35, 0
.01, 2.7324615955352782, 1, 50, 18.0, 3.0, 6.0, 28.0, 3, 35, 1
.01, 2.15, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 9, 0
.01, 3.025, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 21, 0
.01, 3.4625, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 2, 0
.01, 3.24375, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 3, 0
.01, 3.134375, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 25, 0
.01, 3.1890625, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.21640625, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 4, 0
.01, 3.202734375, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 4, 0
.01, 3.1958984375, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 5, 0
.01, 3.19248046875, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 5, 0
.01, 3.190771484375, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 5, 0
.01, 3.1899169921875, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.19034423828125, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.190557861328125, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.1906646728515624, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.190718078613281, 1, 50, 19.0, 2.0, 9.5, 28.0, 1, 5, 0
.01, 3.190691375732422, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.1907047271728515, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.1907114028930663, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.1907147407531737, 1, 50, 19.0, 2.0, 9.5, 28.0, 2, 28, 0
.01, 3.1907164096832275, 1, 50, 19.0, 2.0, 9.5, 28.0, 3, 28, 1
.01, 2.15, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 9, 0
.01, 3.025, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 13, 0
.01, 3.4625, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 18, 0
.01, 3.68125, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.571875, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 21, 0
.01, 3.6265625, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 24, 0
.01, 3.65390625, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.640234375, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 24, 0
.01, 3.6470703125, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.65048828125, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.652197265625, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.6513427734375, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.65091552734375, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.651129150390625, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.6512359619140624, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.6511825561523437, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.651209259033203, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.6512226104736327, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.651215934753418, 1, 50, 20.0, 1.0, 20.0, 28.0, 2, 25, 0
.01, 3.6512192726135253, 1, 50, 20.0, 1.0, 20.0, 28.0, 1, 3, 0
.01, 3.6512176036834716, 1, 50, 20.0, 1.0, 20.0, 28.0, 3, 3, 1
